GSE15533	Sakai chlorine / control...	0.828
ecs1298	ecs1298	9.159	0.114
b1042	b1042	1.071	-1.202
b1043	b1043	9.486	-0.144
z1677	z1677	9.486	-0.144
ecs1421	ecs1421	9.486	-0.144
c1307	c1307	9.486	-0.144
b1044	b1044	8.917	0.066
z1678	z1678	8.917	0.066
c1308	c1308	8.917	0.066
ecs1422	ecs1422	8.917	0.066
b1050	b1050	9.348	0.073
ecs1428	ecs1428	9.348	0.073
z1685	z1685	9.348	0.073
c1316	c1316	9.348	0.073
b1052	b1052	7.543	0.387
b1056	b1056	9.808	1.252
z1692	z1692	9.808	1.252
ecs1434	ecs1434	9.808	1.252
c1322	c1322	9.808	1.252
b1063	b1063	9.290	0.462
z1700	z1700	9.290	0.462
c1330	c1330	9.290	0.462
ecs1441	ecs1441	9.290	0.462
b1064	b1064	10.435	0.170
z1701	z1701	10.435	0.170
ecs1442	ecs1442	10.435	0.170
c1331	c1331	10.435	0.170
b1068	b1068	9.628	0.269
ecs1446	ecs1446	9.628	0.269
z1705	z1705	9.628	0.269
b1076	b1076	2.152	0.219
b1077	b1077	3.904	-1.623
b1080	b1080	2.063	-0.402
c1349	c1349	2.063	-0.402
b1084	b1084	10.649	-0.899
ecs1462	ecs1462	10.649	-0.899
z1722	z1722	10.649	-0.899
c1353	c1353	10.649	-0.899
b1090	b1090	11.070	-0.700
c1359	c1359	11.070	-0.700
ecs1468	ecs1468	11.070	-0.700
z1729	z1729	11.070	-0.700
b1096	b1096	8.814	0.403
ecs1474	ecs1474	8.814	0.403
z1735	z1735	8.814	0.403
b1099	b1099	9.780	-0.015
z1738	z1738	9.780	-0.015
ecs1477	ecs1477	9.780	-0.015
c1371	c1371	9.780	-0.015
b1100	b1100	10.276	-0.196
z1739	z1739	10.276	-0.196
c1372	c1372	10.276	-0.196
ecs1478	ecs1478	10.276	-0.196
b1106	b1106	9.357	-0.080
c1379	c1379	9.357	-0.080
z1745	z1745	9.357	-0.080
ecs1484	ecs1484	9.357	-0.080
b1108	b1108	10.576	-0.173
z1747	z1747	10.576	-0.173
ecs1486	ecs1486	10.576	-0.173
c1381	c1381	10.576	-0.173
b1112	b1112	10.431	3.400
z1751	z1751	10.431	3.400
c1386	c1386	10.431	3.400
ecs1490	ecs1490	10.431	3.400
b1115	b1115	8.221	0.349
z1756	z1756	8.221	0.349
ecs1493	ecs1493	8.221	0.349
b1121	b1121	3.539	-0.658
b1135	b1135	9.354	-0.368
c1514	c1514	9.354	-0.368
b1137	b1137	2.354	-1.331
b1138	b1138	2.567	1.030
b1139	b1139	-0.137	-0.048
b1140	b1140	0.585	0.779
b1141	b1141	2.109	-0.387
b1142	b1142	-0.649	-0.310
b1143	b1143	0.133	-0.246
b1144	b1144	0.592	-1.858
b1145	b1145	1.855	-0.982
b1146	b1146	0.473	2.109
b1147	b1147	3.609	-1.088
b1148	b1148	1.395	-3.999
b1149	b1149	0.534	-1.011
b4693	b4693	0.534	-1.011
b4692	b4692	0.534	-1.011
b1150	b1150	2.286	-0.960
b1151	b1151	0.608	-0.694
b1152	b1152	4.792	-0.555
b1153	b1153	3.785	0.087
b1154	b1154	1.096	0.123
b1155	b1155	-0.311	-0.057
b1156	b1156	0.897	0.927
b1157	b1157	2.289	-1.971
b1158	b1158	2.833	-0.969
b1159	b1159	-1.043	-1.738
b1160	b1160	-0.848	-1.942
b1163	b1163	-0.933	-0.072
b1165	b1165	2.012	-2.243
c5660	c5660	2.012	-2.243
b1167	b1167	0.669	-0.380
c5661	c5661	0.669	-0.380
b1168	b1168	-0.576	-0.210
b1169	b1169	2.326	-0.092
b4491	b4491	2.326	-0.092
b1170	b1170	4.773	-1.012
b1173	b1173	10.734	0.000
z1935	z1935	10.734	0.000
ecs1667	ecs1667	10.734	0.000
c1619	c1619	10.734	0.000
b4521	b4521	10.734	0.000
b1174	b1174	9.844	0.029
ecs1668	ecs1668	9.844	0.029
z1936	z1936	9.844	0.029
c1621	c1621	9.844	0.029
b1181	b1181	9.896	-0.253
ecs1676	ecs1676	9.896	-0.253
z1943	z1943	9.896	-0.253
c1629	c1629	9.896	-0.253
b1182	b1182	9.698	0.256
z1944	z1944	9.698	0.256
ecs1677	ecs1677	9.698	0.256
b1185	b1185	10.366	-0.156
c1633	c1633	10.366	-0.156
z1948	z1948	10.366	-0.156
ecs1680	ecs1680	10.366	-0.156
b1191	b1191	1.777	-3.078
b1194	b1194	7.887	0.361
c1644	c1644	7.887	0.361
b1196	b1196	1.443	0.966
b1201	b1201	1.787	-1.837
c1659	c1659	1.787	-1.837
b1202	b1202	0.013	-0.288
b1209	b1209	9.240	-0.138
z1980	z1980	9.240	-0.138
ecs1714	ecs1714	9.240	-0.138
b1211	b1211	10.533	-0.237
ecs1716	ecs1716	10.533	-0.237
z1982	z1982	10.533	-0.237
c1669	c1669	10.533	-0.237
b1217	b1217	9.406	0.336
ecs1722	ecs1722	9.406	0.336
z1992	z1992	9.406	0.336
c1677	c1677	9.406	0.336
b1224	b1224	4.012	-0.391
b1225	b1225	9.418	0.621
ecs1730	ecs1730	9.418	0.621
z2002	z2002	9.418	0.621
b1227	b1227	9.181	0.002
z2004	z2004	9.181	0.002
ecs1732	ecs1732	9.181	0.002
c1688	c1688	9.181	0.002
b1228	b1228	1.880	-0.438
b1229	b1229	9.840	0.258
b1236	b1236	9.804	-0.144
ecs1738	ecs1738	9.804	-0.144
c1700	c1700	9.804	-0.144
z2012	z2012	9.804	-0.144
b1239	b1239	4.078	0.832
b4573	b4573	4.078	0.832
b1240	b1240	4.897	-1.274
b1246	b1246	10.047	0.379
z2022	z2022	10.047	0.379
ecs1746	ecs1746	10.047	0.379
c1710	c1710	10.047	0.379
b1249	b1249	8.991	0.200
c1713	c1713	8.991	0.200
z2026	z2026	8.991	0.200
ecs1749	ecs1749	8.991	0.200
b1250	b1250	9.425	0.111
ecs1750	ecs1750	9.425	0.111
z2028	z2028	9.425	0.111
c1715	c1715	9.425	0.111
b1253	b1253	10.087	-0.752
z2031	z2031	10.087	-0.752
ecs1753	ecs1753	10.087	-0.752
c1719	c1719	10.087	-0.752
b1264	b1264	-0.764	-0.603
ecs1836	ecs1836	-0.764	-0.603
b1268	b1268	-0.063	-2.148
b1274	b1274	10.627	-0.526
z2536	z2536	10.627	-0.526
c1741	c1741	10.627	-0.526
ecs1846	ecs1846	10.627	-0.526
b1278	b1278	8.967	0.010
z2529	z2529	8.967	0.010
c1747	c1747	8.967	0.010
ecs1851	ecs1851	8.967	0.010
b1288	b1288	11.306	-0.303
c1759	c1759	11.306	-0.303
z2512	z2512	11.306	-0.303
ecs1861	ecs1861	11.306	-0.303
b1289	b1289	2.851	-1.676
b1291	b1291	9.375	-0.138
z2499	z2499	9.375	-0.138
ecs1868	ecs1868	9.375	-0.138
c1768	c1768	9.375	-0.138
b1293	b1293	9.562	-0.403
c1770	c1770	9.562	-0.403
z2496	z2496	9.562	-0.403
ecs1870	ecs1870	9.562	-0.403
b1295	b1295	9.452	-0.413
z2493	z2493	9.452	-0.413
ecs1872	ecs1872	9.452	-0.413
c1772	c1772	9.452	-0.413
b1296	b1296	4.297	-1.085
b1301	b1301	3.397	-0.683
b1302	b1302	3.151	0.451
b1303	b1303	8.986	0.273
z2484	z2484	8.986	0.273
ecs1880	ecs1880	8.986	0.273
b1306	b1306	9.101	0.285
c1777	c1777	9.101	0.285
ecs1883	ecs1883	9.101	0.285
z2479	z2479	9.101	0.285
b1309	b1309	2.661	-1.066
b1310	b1310	2.984	-0.322
b1317	b1317	1.547	-2.713
b1318	b1318	8.580	-0.111
b4524	b4524	8.580	-0.111
b1320	b1320	9.002	0.150
b1321	b1321	9.586	0.556
z2458	z2458	9.586	0.556
ecs1900	ecs1900	9.586	0.556
b1322	b1322	8.831	0.401
z2456	z2456	8.831	0.401
ecs1901	ecs1901	8.831	0.401
b1323	b1323	2.427	0.664
b1332	b1332	9.876	0.161
z2436	z2436	9.876	0.161
ecs1913	ecs1913	9.876	0.161
c1805	c1805	9.876	0.161
b1336	b1336	8.763	0.117
b1339	b1339	9.195	0.259
ecs1923	ecs1923	9.195	0.259
z2423	z2423	9.195	0.259
b1345	b1345	1.797	-0.579
b1348	b1348	9.012	0.051
ecs1932	ecs1932	9.012	0.051
b1354	b1354	8.619	0.072
b1356	b1356	2.533	0.877
b1357	b1357	2.634	1.189
b1358	b1358	-0.367	-2.838
b1359	b1359	2.784	1.111
b1360	b1360	3.979	-0.284
b1361	b1361	4.806	-0.782
b1362	b1362	2.928	-0.376
b1363	b1363	-0.294	-1.292
b1364	b1364	-1.278	-1.344
b1365	b1365	0.940	-0.023
b1366	b1366	2.776	-1.739
b1367	b1367	0.936	-1.136
b1368	b1368	2.716	0.097
b1369	b1369	9.461	0.381
b1370	b1370	4.284	-0.693
b1371	b1371	2.075	-1.148
b4570	b4570	2.075	-1.148
b1372	b1372	3.889	-0.423
b1373	b1373	3.903	-0.553
b1374	b1374	3.128	-0.391
b1375	b1375	0.563	1.894
b1377	b1377	9.207	0.191
c1822	c1822	9.207	0.191
b1381	b1381	5.088	-0.859
b1384	b1384	3.472	-0.561
b1385	b1385	0.639	-0.948
b1386	b1386	2.724	-1.315
b1387	b1387	2.408	-0.678
b1388	b1388	3.143	-1.318
b1389	b1389	1.207	1.768
b1390	b1390	1.893	-1.004
b1391	b1391	3.434	-0.899
b1392	b1392	4.652	-1.413
b1393	b1393	3.174	-1.660
b1394	b1394	4.421	-0.642
b1395	b1395	4.546	-1.007
b1396	b1396	4.076	-0.705
b1397	b1397	3.276	0.367
b1398	b1398	3.060	-2.378
b1399	b1399	3.081	-0.532
b1400	b1400	3.885	-0.723
b1405	b1405	3.644	-1.450
b1407	b1407	1.444	-3.076
b1408	b1408	8.571	0.182
z2319	z2319	8.571	0.182
ecs2010	ecs2010	8.571	0.182
c1834	c1834	8.571	0.182
b1413	b1413	2.928	0.118
b1414	b1414	1.078	-5.493
c1841	c1841	1.078	-5.493
b1416	b1416	9.004	0.482
b1419	b1419	8.218	-0.085
z2302	z2302	8.218	-0.085
ecs2024	ecs2024	8.218	-0.085
c1845	c1845	8.218	-0.085
b1420	b1420	8.033	0.084
z2301	z2301	8.033	0.084
ecs2025	ecs2025	8.033	0.084
b1425	b1425	9.219	0.184
b1426	b1426	10.380	0.116
z2292	z2292	10.380	0.116
c1850	c1850	10.380	0.116
ecs2031	ecs2031	10.380	0.116
b1427	b1427	7.557	0.209
c1851	c1851	7.557	0.209
b1429	b1429	9.219	0.243
z2289	z2289	9.219	0.243
ecs2034	ecs2034	9.219	0.243
c1853	c1853	9.219	0.243
b1430	b1430	8.883	-0.064
ecs2035	ecs2035	8.883	-0.064
z2288	z2288	8.883	-0.064
c1854	c1854	8.883	-0.064
b1432	b1432	9.801	0.018
b1437	b1437	8.730	0.088
b1444	b1444	9.684	0.127
c1869	c1869	9.684	0.127
ecs2048	ecs2048	9.684	0.127
z2275	z2275	9.684	0.127
b1445	b1445	8.059	0.255
c1870	c1870	8.059	0.255
z2274	z2274	8.059	0.255
ecs2049	ecs2049	8.059	0.255
b1456	b1456	9.678	0.219
b1458	b1458	9.765	0.183
b1459	b1459	9.702	0.359
b1460	b1460	11.609	-0.041
b1464	b1464	9.673	0.447
z2248	z2248	9.673	0.447
ecs2067	ecs2067	9.673	0.447
b1468	b1468	4.082	0.566
b1471	b1471	1.023	-0.193
b1477	b1477	10.359	0.185
b1483	b1483	1.926	-1.643
b1486	b1486	9.175	0.235
ecs2090	ecs2090	9.175	0.235
z2224	z2224	9.175	0.235
b1487	b1487	9.594	0.112
z2223	z2223	9.594	0.112
ecs2091	ecs2091	9.594	0.112
b1490	b1490	9.037	0.354
z2219	z2219	9.037	0.354
ecs2095	ecs2095	9.037	0.354
b1494	b1494	9.611	-0.017
c1923	c1923	9.611	-0.017
ecs2099	ecs2099	9.611	-0.017
z2214	z2214	9.611	-0.017
b1509	b1509	9.463	0.060
b1510	b1510	2.294	-0.210
b4696	b4696	2.294	-0.210
b1511	b1511	9.520	0.029
z2194	z2194	9.520	0.029
ecs2118	ecs2118	9.520	0.029
b1517	b1517	9.189	0.196
z2188	z2188	9.189	0.196
ecs2124	ecs2124	9.189	0.196
b1525	b1525	10.088	0.949
z2178	z2178	10.088	0.949
ecs2132	ecs2132	10.088	0.949
c1948	c1948	10.088	0.949
b1528	b1528	9.537	0.223
ecs2135	ecs2135	9.537	0.223
z2173	z2173	9.537	0.223
c1950	c1950	9.537	0.223
b1540	b1540	9.185	-0.393
z2157	z2157	9.185	-0.393
ecs2149	ecs2149	9.185	-0.393
c1966	c1966	9.185	-0.393
b1547	b1547	0.723	-1.288
b1549	b1549	-0.540	1.473
b1550	b1550	-4.252	2.835
b1551	b1551	1.022	-0.283
b1552	b1552	1.278	-1.583
b1553	b1553	-0.045	-1.234
b1554	b1554	3.084	-1.259
b1555	b1555	-0.148	-0.538
b1556	b1556	0.043	-2.004
b1557	b1557	1.279	-1.584
b1558	b1558	0.005	-0.995
b1559	b1559	-0.410	-0.160
b1560	b1560	4.464	-0.657
b1561	b1561	1.977	-0.297
b1562	b1562	10.027	-0.339
b1563	b1563	3.933	-0.673
b1564	b1564	-0.056	-0.219
b1565	b1565	0.617	0.572
b1566	b1566	3.745	-0.499
b1567	b1567	3.636	-0.377
b1568	b1568	1.904	-1.500
b1569	b1569	2.652	-0.979
b1570	b1570	0.972	-1.410
b1571	b1571	10.461	0.147
b1573	b1573	9.472	0.022
b1574	b1574	9.518	0.175
b1575	b1575	2.683	-1.658
b1576	b1576	11.334	0.063
b1577	b1577	5.665	0.007
b1578	b1578	9.894	0.186
b1579	b1579	0.994	-0.854
b1580	b1580	3.489	-0.389
c1970	c1970	3.489	-0.389
b1581	b1581	0.296	0.218
c1971	c1971	0.296	0.218
b1583	b1583	11.577	0.121
ecs2289	ecs2289	11.577	0.121
z2570	z2570	11.577	0.121
c1973	c1973	11.577	0.121
b1585	b1585	9.574	0.177
z2572	z2572	9.574	0.177
ecs2291	ecs2291	9.574	0.177
c1975	c1975	9.574	0.177
b1593	b1593	10.090	-1.499
c1984	c1984	10.090	-1.499
z2585	z2585	10.090	-1.499
ecs2299	ecs2299	10.090	-1.499
b1594	b1594	9.763	-0.577
z2587	z2587	9.763	-0.577
ecs2300	ecs2300	9.763	-0.577
c1985	c1985	9.763	-0.577
b1599	b1599	8.799	-0.118
z2593	z2593	8.799	-0.118
c1991	c1991	8.799	-0.118
ecs2305	ecs2305	8.799	-0.118
b1601	b1601	9.796	0.381
z2595	z2595	9.796	0.381
ecs2307	ecs2307	9.796	0.381
c1993	c1993	9.796	0.381
b1603	b1603	10.342	-0.094
z2600	z2600	10.342	-0.094
c1995	c1995	10.342	-0.094
ecs2309	ecs2309	10.342	-0.094
b1605	b1605	9.168	-0.205
z2605	z2605	9.168	-0.205
ecs2311	ecs2311	9.168	-0.205
c1997	c1997	9.168	-0.205
b1613	b1613	9.984	-0.105
z2616	z2616	9.984	-0.105
ecs2319	ecs2319	9.984	-0.105
b1616	b1616	8.473	0.286
c2008	c2008	8.473	0.286
ecs2323	ecs2323	8.473	0.286
z2620	z2620	8.473	0.286
b1619	b1619	10.138	0.657
c2011	c2011	10.138	0.657
z2624	z2624	10.138	0.657
ecs2327	ecs2327	10.138	0.657
b1622	b1622	9.348	0.154
ecs2330	ecs2330	9.348	0.154
z2627	z2627	9.348	0.154
c2014	c2014	9.348	0.154
b1629	b1629	10.069	-0.119
ecs2338	ecs2338	10.069	-0.119
z2636	z2636	10.069	-0.119
c2021	c2021	10.069	-0.119
b1634	b1634	10.352	-0.712
z2646	z2646	10.352	-0.712
ecs2343	ecs2343	10.352	-0.712
c2026	c2026	10.352	-0.712
b1637	b1637	11.365	0.058
z2650	z2650	11.365	0.058
c2029	c2029	11.365	0.058
ecs2346	ecs2346	11.365	0.058
b1640	b1640	9.590	0.097
c2032	c2032	9.590	0.097
ecs2349	ecs2349	9.590	0.097
z2654	z2654	9.590	0.097
b1642	b1642	9.367	0.141
z2657	z2657	9.367	0.141
c2034	c2034	9.367	0.141
ecs2351	ecs2351	9.367	0.141
b1645	b1645	9.063	0.203
z2660	z2660	9.063	0.203
ecs2354	ecs2354	9.063	0.203
c2037	c2037	9.063	0.203
b1650	b1650	10.351	1.973
c2043	c2043	10.351	1.973
z2668	z2668	10.351	1.973
ecs2359	ecs2359	10.351	1.973
b1653	b1653	0.525	-0.445
b1654	b1654	10.649	0.642
z2676	z2676	10.649	0.642
c2048	c2048	10.649	0.642
ecs2363	ecs2363	10.649	0.642
b1656	b1656	11.661	0.406
z2678	z2678	11.661	0.406
c2050	c2050	11.661	0.406
ecs2365	ecs2365	11.661	0.406
b1659	b1659	8.864	0.215
c2053	c2053	8.864	0.215
z2682	z2682	8.864	0.215
ecs2368	ecs2368	8.864	0.215
b1663	b1663	9.181	0.380
c2057	c2057	9.181	0.380
ecs2372	ecs2372	9.181	0.380
z2690	z2690	9.181	0.380
b1675	b1675	9.482	0.164
ecs2382	ecs2382	9.482	0.164
z2703	z2703	9.482	0.164
c2069	c2069	9.482	0.164
b1683	b1683	9.356	0.290
z2711	z2711	9.356	0.290
ecs2390	ecs2390	9.356	0.290
c2078	c2078	9.356	0.290
b1684	b1684	8.937	0.417
c2079	c2079	8.937	0.417
z2712	z2712	8.937	0.417
ecs2391	ecs2391	8.937	0.417
b1691	b1691	9.065	0.263
z2719	z2719	9.065	0.263
ecs2398	ecs2398	9.065	0.263
c2086	c2086	9.065	0.263
b1694	b1694	0.019	1.195
c2089	c2089	0.019	1.195
b1696	b1696	9.222	0.207
ecs2403	ecs2403	9.222	0.207
z2724	z2724	9.222	0.207
c2091	c2091	9.222	0.207
b1698	b1698	8.990	0.046
ecs2405	ecs2405	8.990	0.046
z2727	z2727	8.990	0.046
c2094	c2094	8.990	0.046
b1699	b1699	8.815	0.160
z2728	z2728	8.815	0.160
ecs2406	ecs2406	8.815	0.160
b1704	b1704	10.143	0.026
c2100	c2100	10.143	0.026
z2733	z2733	10.143	0.026
ecs2411	ecs2411	10.143	0.026
b1718	b1718	11.970	-0.746
z2747	z2747	11.970	-0.746
ecs2425	ecs2425	11.970	-0.746
c2115	c2115	11.970	-0.746
b1719	b1719	2.736	-0.589
c2116	c2116	2.736	-0.589
b1721	b1721	8.272	0.130
b1726	b1726	9.774	0.114
c2125	c2125	9.774	0.114
z2755	z2755	9.774	0.114
ecs2432	ecs2432	9.774	0.114
b1733	b1733	0.778	-0.561
b1734	b1734	0.055	0.483
b1741	b1741	1.212	0.806
b1746	b1746	4.229	-1.076
b1747	b1747	8.263	0.063
ecs2453	ecs2453	8.263	0.063
z2779	z2779	8.263	0.063
c2147	c2147	8.263	0.063
b1749	b1749	0.415	-1.361
b1753	b1753	9.246	-0.069
ecs2459	ecs2459	9.246	-0.069
c2154	c2154	9.246	-0.069
z2785	z2785	9.246	-0.069
b1754	b1754	4.391	-1.332
b1755	b1755	2.618	-0.629
b1759	b1759	9.136	-0.073
z2791	z2791	9.136	-0.073
ecs2465	ecs2465	9.136	-0.073
c2160	c2160	9.136	-0.073
b1762	b1762	9.548	0.176
ecs2468	ecs2468	9.548	0.176
z2795	z2795	9.548	0.176
b1763	b1763	9.079	-0.412
z2796	z2796	9.079	-0.412
ecs2469	ecs2469	9.079	-0.412
b1766	b1766	3.198	-1.305
b1770	b1770	10.026	0.110
c2174	c2174	10.026	0.110
z2808	z2808	10.026	0.110
ecs2479	ecs2479	10.026	0.110
b1772	b1772	-1.389	-2.330
c2176	c2176	-1.389	-2.330
b1780	b1780	10.035	-1.371
z2820	z2820	10.035	-1.371
ecs2489	ecs2489	10.035	-1.371
c2185	c2185	10.035	-1.371
b1781	b1781	9.871	0.046
ecs2490	ecs2490	9.871	0.046
z2821	z2821	9.871	0.046
b1803	b1803	1.330	-1.339
b1805	b1805	0.366	-3.596
c2209	c2209	0.366	-3.596
b1806	b1806	9.190	-0.557
z2849	z2849	9.190	-0.557
ecs2515	ecs2515	9.190	-0.557
c2210	c2210	9.190	-0.557
b1808	b1808	3.265	-0.650
b1813	b1813	9.435	0.104
z2856	z2856	9.435	0.104
ecs2522	ecs2522	9.435	0.104
c2218	c2218	9.435	0.104
b1817	b1817	10.977	-2.126
ecs2527	ecs2527	10.977	-2.126
c2223	c2223	10.977	-2.126
z2860	z2860	10.977	-2.126
b1832	b1832	10.014	0.425
z2879	z2879	10.014	0.425
c2241	c2241	10.014	0.425
ecs2542	ecs2542	10.014	0.425
b1833	b1833	9.196	0.085
z2880	z2880	9.196	0.085
c2242	c2242	9.196	0.085
ecs2543	ecs2543	9.196	0.085
b1834	b1834	1.414	0.187
b1839	b1839	10.608	0.697
ecs2549	ecs2549	10.608	0.697
z2887	z2887	10.608	0.697
c2249	c2249	10.608	0.697
b1841	b1841	10.093	0.405
c2251	c2251	10.093	0.405
ecs2551	ecs2551	10.093	0.405
z2889	z2889	10.093	0.405
b1850	b1850	10.549	-0.358
z2902	z2902	10.549	-0.358
ecs2560	ecs2560	10.549	-0.358
c2263	c2263	10.549	-0.358
b1863	b1863	10.144	-0.884
z2915	z2915	10.144	-0.884
c2277	c2277	10.144	-0.884
ecs2573	ecs2573	10.144	-0.884
b1865	b1865	10.616	-0.905
z2917	z2917	10.616	-0.905
c2279	c2279	10.616	-0.905
ecs2575	ecs2575	10.616	-0.905
b1881	b1881	9.836	0.259
c2296	c2296	9.836	0.259
z2935	z2935	9.836	0.259
ecs2591	ecs2591	9.836	0.259
b1883	b1883	9.447	0.452
z2937	z2937	9.447	0.452
ecs2593	ecs2593	9.447	0.452
c2298	c2298	9.447	0.452
b1892	b1892	10.430	-1.917
z2946	z2946	10.430	-1.917
ecs2602	ecs2602	10.430	-1.917
c2308	c2308	10.430	-1.917
b1895	b1895	9.305	0.430
ecs2603	ecs2603	9.305	0.430
z2948	z2948	9.305	0.430
c2309	c2309	9.305	0.430
b1898	b1898	9.451	0.240
b1899	b1899	8.062	0.330
b4460	b4460	8.062	0.330
b1903	b1903	9.433	0.179
b1914	b1914	10.624	-0.588
z3002	z3002	10.624	-0.588
c2327	c2327	10.624	-0.588
ecs2652	ecs2652	10.624	-0.588
b1919	b1919	9.927	0.685
c2333	c2333	9.927	0.685
z3008	z3008	9.927	0.685
b1923	b1923	2.298	0.629
b1927	b1927	9.219	0.193
ecs2666	ecs2666	9.219	0.193
c2342	c2342	9.219	0.193
z3017	z3017	9.219	0.193
b1930	b1930	9.245	-0.257
c2345	c2345	9.245	-0.257
z3020	z3020	9.245	-0.257
ecs2669	ecs2669	9.245	-0.257
b1933	b1933	-1.976	-1.931
b1934	b1934	-0.479	-2.844
b4495	b4495	-0.479	-2.844
b1935	b1935	-0.904	-0.390
b1936	b1936	10.341	0.174
ecs2675	ecs2675	10.341	0.174
z3024	z3024	10.341	0.174
b1939	b1939	9.180	-0.119
c2355	c2355	9.180	-0.119
ecs2678	ecs2678	9.180	-0.119
z3029	z3029	9.180	-0.119
b1940	b1940	9.631	-0.299
z3030	z3030	9.631	-0.299
c2357	c2357	9.631	-0.299
ecs2679	ecs2679	9.631	-0.299
b1942	b1942	9.711	-0.152
c2359	c2359	9.711	-0.152
ecs2681	ecs2681	9.711	-0.152
z3032	z3032	9.711	-0.152
b1943	b1943	9.299	-0.058
ecs2682	ecs2682	9.299	-0.058
z3033	z3033	9.299	-0.058
c2360	c2360	9.299	-0.058
b1949	b1949	8.971	-0.002
c2366	c2366	8.971	-0.002
z3039	z3039	8.971	-0.002
ecs2688	ecs2688	8.971	-0.002
b1960	b1960	9.277	0.148
z3053	z3053	9.277	0.148
c2379	c2379	9.277	0.148
ecs2698	ecs2698	9.277	0.148
b1964	b1964	9.570	0.419
b1965	b1965	1.592	0.718
b1967	b1967	9.737	0.873
ecs2705	ecs2705	9.737	0.873
z3059	z3059	9.737	0.873
c2385	c2385	9.737	0.873
b1971	b1971	11.103	2.302
ecs2709	ecs2709	11.103	2.302
z3063	z3063	11.103	2.302
c2389	c2389	11.103	2.302
b1973	b1973	9.954	1.036
z3065	z3065	9.954	1.036
c2391	c2391	9.954	1.036
ecs2711	ecs2711	9.954	1.036
b1978	b1978	2.849	-1.395
b1979	b1979	8.670	-0.167
b1982	b1982	9.122	0.490
z3139	z3139	9.122	0.490
ecs2779	ecs2779	9.122	0.490
b1988	b1988	8.479	0.106
z3147	z3147	8.479	0.106
c2446	c2446	8.479	0.106
ecs2784	ecs2784	8.479	0.106
b1990	b1990	3.072	-0.508
b1995	b1995	9.249	0.111
b1999	b1999	0.140	1.011
b2000	b2000	2.243	-0.808
b2001	b2001	0.618	1.157
b2002	b2002	10.340	0.008
b2003	b2003	9.226	0.070
b2004	b2004	9.038	0.383
ecs2805	ecs2805	9.038	0.383
b2005	b2005	7.895	0.143
b2013	b2013	10.102	2.523
ecs2815	ecs2815	10.102	2.523
z3175	z3175	10.102	2.523
b2016	b2016	10.101	0.674
z3178	z3178	10.101	0.674
c2543	c2543	10.101	0.674
ecs2818	ecs2818	10.101	0.674
b2019	b2019	10.236	0.924
c2546	c2546	10.236	0.924
z3181	z3181	10.236	0.924
ecs2820	ecs2820	10.236	0.924
b2020	b2020	3.522	0.228
b2026	b2026	1.333	-2.063
b2027	b2027	-0.173	-0.837
b2029	b2029	3.947	-1.697
b2031	b2031	2.114	0.921
b4571	b4571	2.114	0.921
b2032	b2032	1.348	-0.984
b2033	b2033	1.436	-3.089
b2034	b2034	1.875	0.519
b2035	b2035	0.175	-1.339
b2036	b2036	1.499	-0.128
b2037	b2037	1.101	-1.477
b2038	b2038	0.622	-1.387
b2039	b2039	3.187	-0.262
b2040	b2040	2.923	-1.484
b2041	b2041	2.111	-1.209
b2043	b2043	4.598	-0.705
b2045	b2045	2.965	-1.072
b2046	b2046	3.629	-1.031
b2053	b2053	8.801	0.115
z3217	z3217	8.801	0.115
ecs2858	ecs2858	8.801	0.115
c2579	c2579	8.801	0.115
b2057	b2057	8.605	0.171
ecs2862	ecs2862	8.605	0.171
z3221	z3221	8.605	0.171
c2583	c2583	8.605	0.171
b2060	b2060	1.222	-1.007
b2062	b2062	8.937	0.265
c5765	c5765	8.937	0.265
ecs2867	ecs2867	8.937	0.265
z3227	z3227	8.937	0.265
b2067	b2067	2.988	0.139
c2594	c2594	2.988	0.139
b2068	b2068	3.635	0.560
b2069	b2069	9.144	0.023
ecs2878	ecs2878	9.144	0.023
z3238	z3238	9.144	0.023
b2070	b2070	3.590	-0.354
b2071	b2071	1.122	-3.320
b2072	b2072	2.042	0.121
b2073	b2073	8.444	0.276
c2599	c2599	8.444	0.276
ecs2881	ecs2881	8.444	0.276
z3241	z3241	8.444	0.276
b2075	b2075	4.638	-0.481
b2077	b2077	0.560	0.810
b2080	b2080	10.122	0.316
z3249	z3249	10.122	0.316
c2606	c2606	10.122	0.316
ecs2888	ecs2888	10.122	0.316
b2082	b2082	1.792	-2.183
b2083	b2083	-0.931	-0.925
b2084	b2084	2.609	0.537
b2087	b2087	9.541	0.172
b2091	b2091	7.642	0.422
z3254	z3254	7.642	0.422
ecs2894	ecs2894	7.642	0.422
b2096	b2096	9.991	0.037
ecs2899	ecs2899	9.991	0.037
z3259	z3259	9.991	0.037
c2621	c2621	9.991	0.037
b2097	b2097	9.808	1.050
c2623	c2623	9.808	1.050
b2099	b2099	9.075	0.075
z3262	z3262	9.075	0.075
ecs2902	ecs2902	9.075	0.075
b2108	b2108	2.954	-0.640
c2635	c2635	2.954	-0.640
b2109	b2109	-0.290	-2.002
b2110	b2110	-0.620	1.382
c2637	c2637	-0.620	1.382
b2113	b2113	-1.323	-1.367
b2115	b2115	-0.291	0.725
b2116	b2116	0.880	-0.085
b2117	b2117	5.665	-0.156
b4499	b4499	5.665	-0.156
b2118	b2118	2.350	1.803
